"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Sex"	"Sex Code"	"Age"	"Age Code"	Population
	"1995"	"1995"	"Male"	"M"	"62 years"	"62"	238
	"1995"	"1995"	"Male"	"M"	"63 years"	"63"	262
	"1995"	"1995"	"Male"	"M"	"64 years"	"64"	248
	"1995"	"1995"	"Male"	"M"	"65 years"	"65"	264
	"1995"	"1995"	"Male"	"M"	"66 years"	"66"	225
	"1995"	"1995"	"Male"	"M"	"67 years"	"67"	243
	"1995"	"1995"	"Male"	"M"	"68 years"	"68"	229
	"1995"	"1995"	"Male"	"M"	"69 years"	"69"	222
	"1995"	"1995"	"Male"	"M"	"70 years"	"70"	211
	"1995"	"1995"	"Male"	"M"	"71 years"	"71"	196
	"1995"	"1995"	"Male"	"M"	"72 years"	"72"	201
	"1995"	"1995"	"Male"	"M"	"73 years"	"73"	191
	"1995"	"1995"	"Male"	"M"	"74 years"	"74"	165
	"1995"	"1995"	"Male"	"M"	"75 years"	"75"	159
	"1995"	"1995"	"Male"	"M"	"76 years"	"76"	132
	"1995"	"1995"	"Male"	"M"	"77 years"	"77"	141
	"1995"	"1995"	"Male"	"M"	"78 years"	"78"	133
	"1995"	"1995"	"Male"	"M"	"79 years"	"79"	121
	"1995"	"1995"	"Male"	"M"	"80 years"	"80"	96
	"1995"	"1995"	"Male"	"M"	"81 years"	"81"	95
	"1995"	"1995"	"Male"	"M"	"82 years"	"82"	72
	"1995"	"1995"	"Male"	"M"	"83 years"	"83"	60
	"1995"	"1995"	"Male"	"M"	"84 years"	"84"	58
	"1995"	"1995"	"Male"	"M"	"85+ years"	"85+"	248
"Total"	"1995"	"1995"	"Male"	"M"			31322
"Total"	"1995"	"1995"					61225
	"1996"	"1996"	"Female"	"F"	"< 1 year"	"0"	378
	"1996"	"1996"	"Female"	"F"	"1 year"	"1"	344
	"1996"	"1996"	"Female"	"F"	"2 years"	"2"	409
	"1996"	"1996"	"Female"	"F"	"3 years"	"3"	382
	"1996"	"1996"	"Female"	"F"	"4 years"	"4"	473
	"1996"	"1996"	"Female"	"F"	"5 years"	"5"	445
	"1996"	"1996"	"Female"	"F"	"6 years"	"6"	426
	"1996"	"1996"	"Female"	"F"	"7 years"	"7"	426
	"1996"	"1996"	"Female"	"F"	"8 years"	"8"	411
	"1996"	"1996"	"Female"	"F"	"9 years"	"9"	442
	"1996"	"1996"	"Female"	"F"	"10 years"	"10"	450
	"1996"	"1996"	"Female"	"F"	"11 years"	"11"	450
	"1996"	"1996"	"Female"	"F"	"12 years"	"12"	440
	"1996"	"1996"	"Female"	"F"	"13 years"	"13"	462
	"1996"	"1996"	"Female"	"F"	"14 years"	"14"	432
	"1996"	"1996"	"Female"	"F"	"15 years"	"15"	429
	"1996"	"1996"	"Female"	"F"	"16 years"	"16"	449
	"1996"	"1996"	"Female"	"F"	"17 years"	"17"	391
	"1996"	"1996"	"Female"	"F"	"18 years"	"18"	331
	"1996"	"1996"	"Female"	"F"	"19 years"	"19"	290
	"1996"	"1996"	"Female"	"F"	"20 years"	"20"	257
	"1996"	"1996"	"Female"	"F"	"21 years"	"21"	284
	"1996"	"1996"	"Female"	"F"	"22 years"	"22"	258
	"1996"	"1996"	"Female"	"F"	"23 years"	"23"	293
	"1996"	"1996"	"Female"	"F"	"24 years"	"24"	330
	"1996"	"1996"	"Female"	"F"	"25 years"	"25"	360
	"1996"	"1996"	"Female"	"F"	"26 years"	"26"	351
	"1996"	"1996"	"Female"	"F"	"27 years"	"27"	388
	"1996"	"1996"	"Female"	"F"	"28 years"	"28"	357
	"1996"	"1996"	"Female"	"F"	"29 years"	"29"	394
	"1996"	"1996"	"Female"	"F"	"30 years"	"30"	408
	"1996"	"1996"	"Female"	"F"	"31 years"	"31"	441
	"1996"	"1996"	"Female"	"F"	"32 years"	"32"	471
	"1996"	"1996"	"Female"	"F"	"33 years"	"33"	489
	"1996"	"1996"	"Female"	"F"	"34 years"	"34"	500
	"1996"	"1996"	"Female"	"F"	"35 years"	"35"	500
	"1996"	"1996"	"Female"	"F"	"36 years"	"36"	507
	"1996"	"1996"	"Female"	"F"	"37 years"	"37"	496
	"1996"	"1996"	"Female"	"F"	"38 years"	"38"	476
	"1996"	"1996"	"Female"	"F"	"39 years"	"39"	476
	"1996"	"1996"	"Female"	"F"	"40 years"	"40"	456
	"1996"	"1996"	"Female"	"F"	"41 years"	"41"	460
	"1996"	"1996"	"Female"	"F"	"42 years"	"42"	432
	"1996"	"1996"	"Female"	"F"	"43 years"	"43"	420
	"1996"	"1996"	"Female"	"F"	"44 years"	"44"	447
	"1996"	"1996"	"Female"	"F"	"45 years"	"45"	424
	"1996"	"1996"	"Female"	"F"	"46 years"	"46"	431
	"1996"	"1996"	"Female"	"F"	"47 years"	"47"	429
	"1996"	"1996"	"Female"	"F"	"48 years"	"48"	405
	"1996"	"1996"	"Female"	"F"	"49 years"	"49"	437
	"1996"	"1996"	"Female"	"F"	"50 years"	"50"	311
	"1996"	"1996"	"Female"	"F"	"51 years"	"51"	331
	"1996"	"1996"	"Female"	"F"	"52 years"	"52"	320
	"1996"	"1996"	"Female"	"F"	"53 years"	"53"	359
	"1996"	"1996"	"Female"	"F"	"54 years"	"54"	317
	"1996"	"1996"	"Female"	"F"	"55 years"	"55"	299
	"1996"	"1996"	"Female"	"F"	"56 years"	"56"	318
	"1996"	"1996"	"Female"	"F"	"57 years"	"57"	298
	"1996"	"1996"	"Female"	"F"	"58 years"	"58"	267
	"1996"	"1996"	"Female"	"F"	"59 years"	"59"	244
	"1996"	"1996"	"Female"	"F"	"60 years"	"60"	253
	"1996"	"1996"	"Female"	"F"	"61 years"	"61"	265
	"1996"	"1996"	"Female"	"F"	"62 years"	"62"	239
	"1996"	"1996"	"Female"	"F"	"63 years"	"63"	250
	"1996"	"1996"	"Female"	"F"	"64 years"	"64"	273
	"1996"	"1996"	"Female"	"F"	"65 years"	"65"	266
	"1996"	"1996"	"Female"	"F"	"66 years"	"66"	286
	"1996"	"1996"	"Female"	"F"	"67 years"	"67"	274
	"1996"	"1996"	"Female"	"F"	"68 years"	"68"	282
	"1996"	"1996"	"Female"	"F"	"69 years"	"69"	245
	"1996"	"1996"	"Female"	"F"	"70 years"	"70"	243
	"1996"	"1996"	"Female"	"F"	"71 years"	"71"	250
	"1996"	"1996"	"Female"	"F"	"72 years"	"72"	239
	"1996"	"1996"	"Female"	"F"	"73 years"	"73"	233
	"1996"	"1996"	"Female"	"F"	"74 years"	"74"	253
	"1996"	"1996"	"Female"	"F"	"75 years"	"75"	208
	"1996"	"1996"	"Female"	"F"	"76 years"	"76"	203
	"1996"	"1996"	"Female"	"F"	"77 years"	"77"	184
	"1996"	"1996"	"Female"	"F"	"78 years"	"78"	185
	"1996"	"1996"	"Female"	"F"	"79 years"	"79"	167
	"1996"	"1996"	"Female"	"F"	"80 years"	"80"	173
	"1996"	"1996"	"Female"	"F"	"81 years"	"81"	158
	"1996"	"1996"	"Female"	"F"	"82 years"	"82"	137
	"1996"	"1996"	"Female"	"F"	"83 years"	"83"	126
	"1996"	"1996"	"Female"	"F"	"84 years"	"84"	118
	"1996"	"1996"	"Female"	"F"	"85+ years"	"85+"	692
"Total"	"1996"	"1996"	"Female"	"F"			29903
	"1996"	"1996"	"Male"	"M"	"< 1 year"	"0"	375
	"1996"	"1996"	"Male"	"M"	"1 year"	"1"	415
	"1996"	"1996"	"Male"	"M"	"2 years"	"2"	386
	"1996"	"1996"	"Male"	"M"	"3 years"	"3"	464
	"1996"	"1996"	"Male"	"M"	"4 years"	"4"	444
	"1996"	"1996"	"Male"	"M"	"5 years"	"5"	493
	"1996"	"1996"	"Male"	"M"	"6 years"	"6"	483
	"1996"	"1996"	"Male"	"M"	"7 years"	"7"	468
	"1996"	"1996"	"Male"	"M"	"8 years"	"8"	453
	"1996"	"1996"	"Male"	"M"	"9 years"	"9"	440
	"1996"	"1996"	"Male"	"M"	"10 years"	"10"	463
	"1996"	"1996"	"Male"	"M"	"11 years"	"11"	485
	"1996"	"1996"	"Male"	"M"	"12 years"	"12"	482
	"1996"	"1996"	"Male"	"M"	"13 years"	"13"	505
	"1996"	"1996"	"Male"	"M"	"14 years"	"14"	464
	"1996"	"1996"	"Male"	"M"	"15 years"	"15"	492
	"1996"	"1996"	"Male"	"M"	"16 years"	"16"	464
	"1996"	"1996"	"Male"	"M"	"17 years"	"17"	433
	"1996"	"1996"	"Male"	"M"	"18 years"	"18"	404
	"1996"	"1996"	"Male"	"M"	"19 years"	"19"	417
	"1996"	"1996"	"Male"	"M"	"20 years"	"20"	419
	"1996"	"1996"	"Male"	"M"	"21 years"	"21"	433
	"1996"	"1996"	"Male"	"M"	"22 years"	"22"	399
	"1996"	"1996"	"Male"	"M"	"23 years"	"23"	387
	"1996"	"1996"	"Male"	"M"	"24 years"	"24"	428
	"1996"	"1996"	"Male"	"M"	"25 years"	"25"	457
	"1996"	"1996"	"Male"	"M"	"26 years"	"26"	469
	"1996"	"1996"	"Male"	"M"	"27 years"	"27"	473
	"1996"	"1996"	"Male"	"M"	"28 years"	"28"	469
	"1996"	"1996"	"Male"	"M"	"29 years"	"29"	485
	"1996"	"1996"	"Male"	"M"	"30 years"	"30"	514
	"1996"	"1996"	"Male"	"M"	"31 years"	"31"	545
	"1996"	"1996"	"Male"	"M"	"32 years"	"32"	559
	"1996"	"1996"	"Male"	"M"	"33 years"	"33"	538
	"1996"	"1996"	"Male"	"M"	"34 years"	"34"	548
	"1996"	"1996"	"Male"	"M"	"35 years"	"35"	556
	"1996"	"1996"	"Male"	"M"	"36 years"	"36"	583
	"1996"	"1996"	"Male"	"M"	"37 years"	"37"	565
	"1996"	"1996"	"Male"	"M"	"38 years"	"38"	551
	"1996"	"1996"	"Male"	"M"	"39 years"	"39"	540
	"1996"	"1996"	"Male"	"M"	"40 years"	"40"	517
	"1996"	"1996"	"Male"	"M"	"41 years"	"41"	480
	"1996"	"1996"	"Male"	"M"	"42 years"	"42"	464
	"1996"	"1996"	"Male"	"M"	"43 years"	"43"	440
	"1996"	"1996"	"Male"	"M"	"44 years"	"44"	457
	"1996"	"1996"	"Male"	"M"	"45 years"	"45"	461
	"1996"	"1996"	"Male"	"M"	"46 years"	"46"	477
	"1996"	"1996"	"Male"	"M"	"47 years"	"47"	423
	"1996"	"1996"	"Male"	"M"	"48 years"	"48"	433
	"1996"	"1996"	"Male"	"M"	"49 years"	"49"	496
	"1996"	"1996"	"Male"	"M"	"50 years"	"50"	354
	"1996"	"1996"	"Male"	"M"	"51 years"	"51"	329
	"1996"	"1996"	"Male"	"M"	"52 years"	"52"	345
	"1996"	"1996"	"Male"	"M"	"53 years"	"53"	356
	"1996"	"1996"	"Male"	"M"	"54 years"	"54"	285
	"1996"	"1996"	"Male"	"M"	"55 years"	"55"	292
	"1996"	"1996"	"Male"	"M"	"56 years"	"56"	278
	"1996"	"1996"	"Male"	"M"	"57 years"	"57"	283
	"1996"	"1996"	"Male"	"M"	"58 years"	"58"	271
	"1996"	"1996"	"Male"	"M"	"59 years"	"59"	253
	"1996"	"1996"	"Male"	"M"	"60 years"	"60"	254
	"1996"	"1996"	"Male"	"M"	"61 years"	"61"	248
	"1996"	"1996"	"Male"	"M"	"62 years"	"62"	232
	"1996"	"1996"	"Male"	"M"	"63 years"	"63"	261
	"1996"	"1996"	"Male"	"M"	"64 years"	"64"	232
	"1996"	"1996"	"Male"	"M"	"65 years"	"65"	257
	"1996"	"1996"	"Male"	"M"	"66 years"	"66"	229
	"1996"	"1996"	"Male"	"M"	"67 years"	"67"	235
	"1996"	"1996"	"Male"	"M"	"68 years"	"68"	234
	"1996"	"1996"	"Male"	"M"	"69 years"	"69"	233
	"1996"	"1996"	"Male"	"M"	"70 years"	"70"	208
	"1996"	"1996"	"Male"	"M"	"71 years"	"71"	193
	"1996"	"1996"	"Male"	"M"	"72 years"	"72"	206
	"1996"	"1996"	"Male"	"M"	"73 years"	"73"	189
	"1996"	"1996"	"Male"	"M"	"74 years"	"74"	171
	"1996"	"1996"	"Male"	"M"	"75 years"	"75"	169
	"1996"	"1996"	"Male"	"M"	"76 years"	"76"	135
	"1996"	"1996"	"Male"	"M"	"77 years"	"77"	145
	"1996"	"1996"	"Male"	"M"	"78 years"	"78"	133
	"1996"	"1996"	"Male"	"M"	"79 years"	"79"	124
	"1996"	"1996"	"Male"	"M"	"80 years"	"80"	96
	"1996"	"1996"	"Male"	"M"	"81 years"	"81"	99
	"1996"	"1996"	"Male"	"M"	"82 years"	"82"	73
	"1996"	"1996"	"Male"	"M"	"83 years"	"83"	61
	"1996"	"1996"	"Male"	"M"	"84 years"	"84"	59
	"1996"	"1996"	"Male"	"M"	"85+ years"	"85+"	257
"Total"	"1996"	"1996"	"Male"	"M"			31375
"Total"	"1996"	"1996"					61278
	"1997"	"1997"	"Female"	"F"	"< 1 year"	"0"	358
	"1997"	"1997"	"Female"	"F"	"1 year"	"1"	320
	"1997"	"1997"	"Female"	"F"	"2 years"	"2"	392
	"1997"	"1997"	"Female"	"F"	"3 years"	"3"	358
	"1997"	"1997"	"Female"	"F"	"4 years"	"4"	450
	"1997"	"1997"	"Female"	"F"	"5 years"	"5"	429
	"1997"	"1997"	"Female"	"F"	"6 years"	"6"	415
	"1997"	"1997"	"Female"	"F"	"7 years"	"7"	442
	"1997"	"1997"	"Female"	"F"	"8 years"	"8"	413
	"1997"	"1997"	"Female"	"F"	"9 years"	"9"	442
	"1997"	"1997"	"Female"	"F"	"10 years"	"10"	449
	"1997"	"1997"	"Female"	"F"	"11 years"	"11"	448
	"1997"	"1997"	"Female"	"F"	"12 years"	"12"	452
	"1997"	"1997"	"Female"	"F"	"13 years"	"13"	452
	"1997"	"1997"	"Female"	"F"	"14 years"	"14"	427
	"1997"	"1997"	"Female"	"F"	"15 years"	"15"	440
	"1997"	"1997"	"Female"	"F"	"16 years"	"16"	437
	"1997"	"1997"	"Female"	"F"	"17 years"	"17"	399
	"1997"	"1997"	"Female"	"F"	"18 years"	"18"	336
	"1997"	"1997"	"Female"	"F"	"19 years"	"19"	285
	"1997"	"1997"	"Female"	"F"	"20 years"	"20"	264
	"1997"	"1997"	"Female"	"F"	"21 years"	"21"	276
	"1997"	"1997"	"Female"	"F"	"22 years"	"22"	257
	"1997"	"1997"	"Female"	"F"	"23 years"	"23"	281
	"1997"	"1997"	"Female"	"F"	"24 years"	"24"	304
	"1997"	"1997"	"Female"	"F"	"25 years"	"25"	318
	"1997"	"1997"	"Female"	"F"	"26 years"	"26"	327
	"1997"	"1997"	"Female"	"F"	"27 years"	"27"	393
	"1997"	"1997"	"Female"	"F"	"28 years"	"28"	368
	"1997"	"1997"	"Female"	"F"	"29 years"	"29"	376
	"1997"	"1997"	"Female"	"F"	"30 years"	"30"	384
	"1997"	"1997"	"Female"	"F"	"31 years"	"31"	418
	"1997"	"1997"	"Female"	"F"	"32 years"	"32"	461
	"1997"	"1997"	"Female"	"F"	"33 years"	"33"	483
	"1997"	"1997"	"Female"	"F"	"34 years"	"34"	487
	"1997"	"1997"	"Female"	"F"	"35 years"	"35"	494
	"1997"	"1997"	"Female"	"F"	"36 years"	"36"	506
	"1997"	"1997"	"Female"	"F"	"37 years"	"37"	500
	"1997"	"1997"	"Female"	"F"	"38 years"	"38"	478
	"1997"	"1997"	"Female"	"F"	"39 years"	"39"	486
	"1997"	"1997"	"Female"	"F"	"40 years"	"40"	464
	"1997"	"1997"	"Female"	"F"	"41 years"	"41"	466
	"1997"	"1997"	"Female"	"F"	"42 years"	"42"	449
	"1997"	"1997"	"Female"	"F"	"43 years"	"43"	428
	"1997"	"1997"	"Female"	"F"	"44 years"	"44"	453
	"1997"	"1997"	"Female"	"F"	"45 years"	"45"	439
	"1997"	"1997"	"Female"	"F"	"46 years"	"46"	432
	"1997"	"1997"	"Female"	"F"	"47 years"	"47"	434
	"1997"	"1997"	"Female"	"F"	"48 years"	"48"	402
	"1997"	"1997"	"Female"	"F"	"49 years"	"49"	394
	"1997"	"1997"	"Female"	"F"	"50 years"	"50"	431
	"1997"	"1997"	"Female"	"F"	"51 years"	"51"	321
	"1997"	"1997"	"Female"	"F"	"52 years"	"52"	322
	"1997"	"1997"	"Female"	"F"	"53 years"	"53"	330
	"1997"	"1997"	"Female"	"F"	"54 years"	"54"	378
	"1997"	"1997"	"Female"	"F"	"55 years"	"55"	306
	"1997"	"1997"	"Female"	"F"	"56 years"	"56"	331
	"1997"	"1997"	"Female"	"F"	"57 years"	"57"	302
	"1997"	"1997"	"Female"	"F"	"58 years"	"58"	269
	"1997"	"1997"	"Female"	"F"	"59 years"	"59"	253
	"1997"	"1997"	"Female"	"F"	"60 years"	"60"	251
	"1997"	"1997"	"Female"	"F"	"61 years"	"61"	263
	"1997"	"1997"	"Female"	"F"	"62 years"	"62"	254
	"1997"	"1997"	"Female"	"F"	"63 years"	"63"	246
	"1997"	"1997"	"Female"	"F"	"64 years"	"64"	265
	"1997"	"1997"	"Female"	"F"	"65 years"	"65"	257
	"1997"	"1997"	"Female"	"F"	"66 years"	"66"	283
	"1997"	"1997"	"Female"	"F"	"67 years"	"67"	274
	"1997"	"1997"	"Female"	"F"	"68 years"	"68"	273
	"1997"	"1997"	"Female"	"F"	"69 years"	"69"	245
	"1997"	"1997"	"Female"	"F"	"70 years"	"70"	248
	"1997"	"1997"	"Female"	"F"	"71 years"	"71"	238
	"1997"	"1997"	"Female"	"F"	"72 years"	"72"	243
	"1997"	"1997"	"Female"	"F"	"73 years"	"73"	235
	"1997"	"1997"	"Female"	"F"	"74 years"	"74"	244
	"1997"	"1997"	"Female"	"F"	"75 years"	"75"	214
	"1997"	"1997"	"Female"	"F"	"76 years"	"76"	213
	"1997"	"1997"	"Female"	"F"	"77 years"	"77"	186
	"1997"	"1997"	"Female"	"F"	"78 years"	"78"	189
	"1997"	"1997"	"Female"	"F"	"79 years"	"79"	169
	"1997"	"1997"	"Female"	"F"	"80 years"	"80"	176
	"1997"	"1997"	"Female"	"F"	"81 years"	"81"	162
	"1997"	"1997"	"Female"	"F"	"82 years"	"82"	141
	"1997"	"1997"	"Female"	"F"	"83 years"	"83"	126
	"1997"	"1997"	"Female"	"F"	"84 years"	"84"	123
	"1997"	"1997"	"Female"	"F"	"85+ years"	"85+"	700
"Total"	"1997"	"1997"	"Female"	"F"			29827
	"1997"	"1997"	"Male"	"M"	"< 1 year"	"0"	350
	"1997"	"1997"	"Male"	"M"	"1 year"	"1"	391
	"1997"	"1997"	"Male"	"M"	"2 years"	"2"	358
	"1997"	"1997"	"Male"	"M"	"3 years"	"3"	445
	"1997"	"1997"	"Male"	"M"	"4 years"	"4"	426
	"1997"	"1997"	"Male"	"M"	"5 years"	"5"	473
	"1997"	"1997"	"Male"	"M"	"6 years"	"6"	468
	"1997"	"1997"	"Male"	"M"	"7 years"	"7"	480
	"1997"	"1997"	"Male"	"M"	"8 years"	"8"	457
	"1997"	"1997"	"Male"	"M"	"9 years"	"9"	439
	"1997"	"1997"	"Male"	"M"	"10 years"	"10"	464
	"1997"	"1997"	"Male"	"M"	"11 years"	"11"	484
	"1997"	"1997"	"Male"	"M"	"12 years"	"12"	500
	"1997"	"1997"	"Male"	"M"	"13 years"	"13"	494
	"1997"	"1997"	"Male"	"M"	"14 years"	"14"	456
	"1997"	"1997"	"Male"	"M"	"15 years"	"15"	502
	"1997"	"1997"	"Male"	"M"	"16 years"	"16"	447
	"1997"	"1997"	"Male"	"M"	"17 years"	"17"	446
	"1997"	"1997"	"Male"	"M"	"18 years"	"18"	420
	"1997"	"1997"	"Male"	"M"	"19 years"	"19"	420
	"1997"	"1997"	"Male"	"M"	"20 years"	"20"	439
	"1997"	"1997"	"Male"	"M"	"21 years"	"21"	424
	"1997"	"1997"	"Male"	"M"	"22 years"	"22"	390
	"1997"	"1997"	"Male"	"M"	"23 years"	"23"	358
	"1997"	"1997"	"Male"	"M"	"24 years"	"24"	375
	"1997"	"1997"	"Male"	"M"	"25 years"	"25"	398
	"1997"	"1997"	"Male"	"M"	"26 years"	"26"	440
	"1997"	"1997"	"Male"	"M"	"27 years"	"27"	460
	"1997"	"1997"	"Male"	"M"	"28 years"	"28"	461
	"1997"	"1997"	"Male"	"M"	"29 years"	"29"	454
	"1997"	"1997"	"Male"	"M"	"30 years"	"30"	483
	"1997"	"1997"	"Male"	"M"	"31 years"	"31"	509
	"1997"	"1997"	"Male"	"M"	"32 years"	"32"	540
	"1997"	"1997"	"Male"	"M"	"33 years"	"33"	519
	"1997"	"1997"	"Male"	"M"	"34 years"	"34"	525
	"1997"	"1997"	"Male"	"M"	"35 years"	"35"	535
	"1997"	"1997"	"Male"	"M"	"36 years"	"36"	568
	"1997"	"1997"	"Male"	"M"	"37 years"	"37"	570
	"1997"	"1997"	"Male"	"M"	"38 years"	"38"	542
	"1997"	"1997"	"Male"	"M"	"39 years"	"39"	535
	"1997"	"1997"	"Male"	"M"	"40 years"	"40"	525
	"1997"	"1997"	"Male"	"M"	"41 years"	"41"	480
	"1997"	"1997"	"Male"	"M"	"42 years"	"42"	476
	"1997"	"1997"	"Male"	"M"	"43 years"	"43"	451
	"1997"	"1997"	"Male"	"M"	"44 years"	"44"	461
	"1997"	"1997"	"Male"	"M"	"45 years"	"45"	474
	"1997"	"1997"	"Male"	"M"	"46 years"	"46"	476
	"1997"	"1997"	"Male"	"M"	"47 years"	"47"	431
	"1997"	"1997"	"Male"	"M"	"48 years"	"48"	425
	"1997"	"1997"	"Male"	"M"	"49 years"	"49"	447
	"1997"	"1997"	"Male"	"M"	"50 years"	"50"	495
	"1997"	"1997"	"Male"	"M"	"51 years"	"51"	318
	"1997"	"1997"	"Male"	"M"	"52 years"	"52"	352
	"1997"	"1997"	"Male"	"M"	"53 years"	"53"	328
	"1997"	"1997"	"Male"	"M"	"54 years"	"54"	331
	"1997"	"1997"	"Male"	"M"	"55 years"	"55"	306
	"1997"	"1997"	"Male"	"M"	"56 years"	"56"	293
	"1997"	"1997"	"Male"	"M"	"57 years"	"57"	287
	"1997"	"1997"	"Male"	"M"	"58 years"	"58"	271
	"1997"	"1997"	"Male"	"M"	"59 years"	"59"	265
	"1997"	"1997"	"Male"	"M"	"60 years"	"60"	255
	"1997"	"1997"	"Male"	"M"	"61 years"	"61"	247
	"1997"	"1997"	"Male"	"M"	"62 years"	"62"	245
	"1997"	"1997"	"Male"	"M"	"63 years"	"63"	262
	"1997"	"1997"	"Male"	"M"	"64 years"	"64"	227
	"1997"	"1997"	"Male"	"M"	"65 years"	"65"	251
	"1997"	"1997"	"Male"	"M"	"66 years"	"66"	223
	"1997"	"1997"	"Male"	"M"	"67 years"	"67"	241
	"1997"	"1997"	"Male"	"M"	"68 years"	"68"	225
	"1997"	"1997"	"Male"	"M"	"69 years"	"69"	242
	"1997"	"1997"	"Male"	"M"	"70 years"	"70"	212
	"1997"	"1997"	"Male"	"M"	"71 years"	"71"	188
	"1997"	"1997"	"Male"	"M"	"72 years"	"72"	213
	"1997"	"1997"	"Male"	"M"	"73 years"	"73"	194
	"1997"	"1997"	"Male"	"M"	"74 years"	"74"	167
	"1997"	"1997"	"Male"	"M"	"75 years"	"75"	173
	"1997"	"1997"	"Male"	"M"	"76 years"	"76"	143
	"1997"	"1997"	"Male"	"M"	"77 years"	"77"	148
	"1997"	"1997"	"Male"	"M"	"78 years"	"78"	135
	"1997"	"1997"	"Male"	"M"	"79 years"	"79"	127
	"1997"	"1997"	"Male"	"M"	"80 years"	"80"	95
	"1997"	"1997"	"Male"	"M"	"81 years"	"81"	104
	"1997"	"1997"	"Male"	"M"	"82 years"	"82"	78
	"1997"	"1997"	"Male"	"M"	"83 years"	"83"	65
	"1997"	"1997"	"Male"	"M"	"84 years"	"84"	59
	"1997"	"1997"	"Male"	"M"	"85+ years"	"85+"	267
"Total"	"1997"	"1997"	"Male"	"M"			31123
"Total"	"1997"	"1997"					60950
	"1998"	"1998"	"Female"	"F"	"< 1 year"	"0"	346
	"1998"	"1998"	"Female"	"F"	"1 year"	"1"	299
	"1998"	"1998"	"Female"	"F"	"2 years"	"2"	372
	"1998"	"1998"	"Female"	"F"	"3 years"	"3"	335
	"1998"	"1998"	"Female"	"F"	"4 years"	"4"	426
	"1998"	"1998"	"Female"	"F"	"5 years"	"5"	398
	"1998"	"1998"	"Female"	"F"	"6 years"	"6"	395
	"1998"	"1998"	"Female"	"F"	"7 years"	"7"	436
	"1998"	"1998"	"Female"	"F"	"8 years"	"8"	422
	"1998"	"1998"	"Female"	"F"	"9 years"	"9"	451
	"1998"	"1998"	"Female"	"F"	"10 years"	"10"	442
	"1998"	"1998"	"Female"	"F"	"11 years"	"11"	448
	"1998"	"1998"	"Female"	"F"	"12 years"	"12"	450
	"1998"	"1998"	"Female"	"F"	"13 years"	"13"	463
	"1998"	"1998"	"Female"	"F"	"14 years"	"14"	416
	"1998"	"1998"	"Female"	"F"	"15 years"	"15"	437
	"1998"	"1998"	"Female"	"F"	"16 years"	"16"	448
	"1998"	"1998"	"Female"	"F"	"17 years"	"17"	395
	"1998"	"1998"	"Female"	"F"	"18 years"	"18"	345
	"1998"	"1998"	"Female"	"F"	"19 years"	"19"	288
	"1998"	"1998"	"Female"	"F"	"20 years"	"20"	259
	"1998"	"1998"	"Female"	"F"	"21 years"	"21"	286
	"1998"	"1998"	"Female"	"F"	"22 years"	"22"	244
	"1998"	"1998"	"Female"	"F"	"23 years"	"23"	286
	"1998"	"1998"	"Female"	"F"	"24 years"	"24"	290
	"1998"	"1998"	"Female"	"F"	"25 years"	"25"	292
	"1998"	"1998"	"Female"	"F"	"26 years"	"26"	285
	"1998"	"1998"	"Female"	"F"	"27 years"	"27"	379
	"1998"	"1998"	"Female"	"F"	"28 years"	"28"	373
	"1998"	"1998"	"Female"	"F"	"29 years"	"29"	379
	"1998"	"1998"	"Female"	"F"	"30 years"	"30"	367
	"1998"	"1998"	"Female"	"F"	"31 years"	"31"	395
	"1998"	"1998"	"Female"	"F"	"32 years"	"32"	436
	"1998"	"1998"	"Female"	"F"	"33 years"	"33"	466
	"1998"	"1998"	"Female"	"F"	"34 years"	"34"	486
	"1998"	"1998"	"Female"	"F"	"35 years"	"35"	482
	"1998"	"1998"	"Female"	"F"	"36 years"	"36"	496
	"1998"	"1998"	"Female"	"F"	"37 years"	"37"	497
	"1998"	"1998"	"Female"	"F"	"38 years"	"38"	489
	"1998"	"1998"	"Female"	"F"	"39 years"	"39"	490
	"1998"	"1998"	"Female"	"F"	"40 years"	"40"	471
	"1998"	"1998"	"Female"	"F"	"41 years"	"41"	479
	"1998"	"1998"	"Female"	"F"	"42 years"	"42"	456
	"1998"	"1998"	"Female"	"F"	"43 years"	"43"	442
	"1998"	"1998"	"Female"	"F"	"44 years"	"44"	467
	"1998"	"1998"	"Female"	"F"	"45 years"	"45"	443
	"1998"	"1998"	"Female"	"F"	"46 years"	"46"	446
	"1998"	"1998"	"Female"	"F"	"47 years"	"47"	436
	"1998"	"1998"	"Female"	"F"	"48 years"	"48"	412
	"1998"	"1998"	"Female"	"F"	"49 years"	"49"	392
	"1998"	"1998"	"Female"	"F"	"50 years"	"50"	389
	"1998"	"1998"	"Female"	"F"	"51 years"	"51"	450
	"1998"	"1998"	"Female"	"F"	"52 years"	"52"	317
	"1998"	"1998"	"Female"	"F"	"53 years"	"53"	332
	"1998"	"1998"	"Female"	"F"	"54 years"	"54"	348
	"1998"	"1998"	"Female"	"F"	"55 years"	"55"	363
	"1998"	"1998"	"Female"	"F"	"56 years"	"56"	340
	"1998"	"1998"	"Female"	"F"	"57 years"	"57"	317
	"1998"	"1998"	"Female"	"F"	"58 years"	"58"	274
	"1998"	"1998"	"Female"	"F"	"59 years"	"59"	257
