"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Sex"	"Sex Code"	"Age"	"Age Code"	Population
	"2004"	"2004"	"Female"	"F"	"49 years"	"49"	469
	"2004"	"2004"	"Female"	"F"	"50 years"	"50"	459
	"2004"	"2004"	"Female"	"F"	"51 years"	"51"	438
	"2004"	"2004"	"Female"	"F"	"52 years"	"52"	423
	"2004"	"2004"	"Female"	"F"	"53 years"	"53"	415
	"2004"	"2004"	"Female"	"F"	"54 years"	"54"	386
	"2004"	"2004"	"Female"	"F"	"55 years"	"55"	382
	"2004"	"2004"	"Female"	"F"	"56 years"	"56"	407
	"2004"	"2004"	"Female"	"F"	"57 years"	"57"	483
	"2004"	"2004"	"Female"	"F"	"58 years"	"58"	342
	"2004"	"2004"	"Female"	"F"	"59 years"	"59"	308
	"2004"	"2004"	"Female"	"F"	"60 years"	"60"	355
	"2004"	"2004"	"Female"	"F"	"61 years"	"61"	395
	"2004"	"2004"	"Female"	"F"	"62 years"	"62"	300
	"2004"	"2004"	"Female"	"F"	"63 years"	"63"	277
	"2004"	"2004"	"Female"	"F"	"64 years"	"64"	264
	"2004"	"2004"	"Female"	"F"	"65 years"	"65"	282
	"2004"	"2004"	"Female"	"F"	"66 years"	"66"	240
	"2004"	"2004"	"Female"	"F"	"67 years"	"67"	243
	"2004"	"2004"	"Female"	"F"	"68 years"	"68"	270
	"2004"	"2004"	"Female"	"F"	"69 years"	"69"	251
	"2004"	"2004"	"Female"	"F"	"70 years"	"70"	243
	"2004"	"2004"	"Female"	"F"	"71 years"	"71"	224
	"2004"	"2004"	"Female"	"F"	"72 years"	"72"	248
	"2004"	"2004"	"Female"	"F"	"73 years"	"73"	198
	"2004"	"2004"	"Female"	"F"	"74 years"	"74"	214
	"2004"	"2004"	"Female"	"F"	"75 years"	"75"	210
	"2004"	"2004"	"Female"	"F"	"76 years"	"76"	198
	"2004"	"2004"	"Female"	"F"	"77 years"	"77"	200
	"2004"	"2004"	"Female"	"F"	"78 years"	"78"	219
	"2004"	"2004"	"Female"	"F"	"79 years"	"79"	175
	"2004"	"2004"	"Female"	"F"	"80 years"	"80"	170
	"2004"	"2004"	"Female"	"F"	"81 years"	"81"	174
	"2004"	"2004"	"Female"	"F"	"82 years"	"82"	181
	"2004"	"2004"	"Female"	"F"	"83 years"	"83"	138
	"2004"	"2004"	"Female"	"F"	"84 years"	"84"	159
	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	787
"Total"	"2004"	"2004"	"Female"	"F"			30178
	"2004"	"2004"	"Male"	"M"	"< 1 year"	"0"	349
	"2004"	"2004"	"Male"	"M"	"1 year"	"1"	307
	"2004"	"2004"	"Male"	"M"	"2 years"	"2"	347
	"2004"	"2004"	"Male"	"M"	"3 years"	"3"	311
	"2004"	"2004"	"Male"	"M"	"4 years"	"4"	347
	"2004"	"2004"	"Male"	"M"	"5 years"	"5"	383
	"2004"	"2004"	"Male"	"M"	"6 years"	"6"	343
	"2004"	"2004"	"Male"	"M"	"7 years"	"7"	423
	"2004"	"2004"	"Male"	"M"	"8 years"	"8"	418
	"2004"	"2004"	"Male"	"M"	"9 years"	"9"	431
	"2004"	"2004"	"Male"	"M"	"10 years"	"10"	440
	"2004"	"2004"	"Male"	"M"	"11 years"	"11"	446
	"2004"	"2004"	"Male"	"M"	"12 years"	"12"	480
	"2004"	"2004"	"Male"	"M"	"13 years"	"13"	477
	"2004"	"2004"	"Male"	"M"	"14 years"	"14"	539
	"2004"	"2004"	"Male"	"M"	"15 years"	"15"	509
	"2004"	"2004"	"Male"	"M"	"16 years"	"16"	524
	"2004"	"2004"	"Male"	"M"	"17 years"	"17"	552
	"2004"	"2004"	"Male"	"M"	"18 years"	"18"	481
	"2004"	"2004"	"Male"	"M"	"19 years"	"19"	527
	"2004"	"2004"	"Male"	"M"	"20 years"	"20"	546
	"2004"	"2004"	"Male"	"M"	"21 years"	"21"	489
	"2004"	"2004"	"Male"	"M"	"22 years"	"22"	389
	"2004"	"2004"	"Male"	"M"	"23 years"	"23"	386
	"2004"	"2004"	"Male"	"M"	"24 years"	"24"	386
	"2004"	"2004"	"Male"	"M"	"25 years"	"25"	366
	"2004"	"2004"	"Male"	"M"	"26 years"	"26"	339
	"2004"	"2004"	"Male"	"M"	"27 years"	"27"	340
	"2004"	"2004"	"Male"	"M"	"28 years"	"28"	370
	"2004"	"2004"	"Male"	"M"	"29 years"	"29"	392
	"2004"	"2004"	"Male"	"M"	"30 years"	"30"	354
	"2004"	"2004"	"Male"	"M"	"31 years"	"31"	374
	"2004"	"2004"	"Male"	"M"	"32 years"	"32"	441
	"2004"	"2004"	"Male"	"M"	"33 years"	"33"	484
	"2004"	"2004"	"Male"	"M"	"34 years"	"34"	470
	"2004"	"2004"	"Male"	"M"	"35 years"	"35"	508
	"2004"	"2004"	"Male"	"M"	"36 years"	"36"	554
	"2004"	"2004"	"Male"	"M"	"37 years"	"37"	491
	"2004"	"2004"	"Male"	"M"	"38 years"	"38"	450
	"2004"	"2004"	"Male"	"M"	"39 years"	"39"	516
	"2004"	"2004"	"Male"	"M"	"40 years"	"40"	539
	"2004"	"2004"	"Male"	"M"	"41 years"	"41"	548
	"2004"	"2004"	"Male"	"M"	"42 years"	"42"	546
	"2004"	"2004"	"Male"	"M"	"43 years"	"43"	526
	"2004"	"2004"	"Male"	"M"	"44 years"	"44"	535
	"2004"	"2004"	"Male"	"M"	"45 years"	"45"	508
	"2004"	"2004"	"Male"	"M"	"46 years"	"46"	469
	"2004"	"2004"	"Male"	"M"	"47 years"	"47"	518
	"2004"	"2004"	"Male"	"M"	"48 years"	"48"	495
	"2004"	"2004"	"Male"	"M"	"49 years"	"49"	523
	"2004"	"2004"	"Male"	"M"	"50 years"	"50"	520
	"2004"	"2004"	"Male"	"M"	"51 years"	"51"	460
	"2004"	"2004"	"Male"	"M"	"52 years"	"52"	457
	"2004"	"2004"	"Male"	"M"	"53 years"	"53"	447
	"2004"	"2004"	"Male"	"M"	"54 years"	"54"	470
	"2004"	"2004"	"Male"	"M"	"55 years"	"55"	403
	"2004"	"2004"	"Male"	"M"	"56 years"	"56"	456
	"2004"	"2004"	"Male"	"M"	"57 years"	"57"	429
	"2004"	"2004"	"Male"	"M"	"58 years"	"58"	304
	"2004"	"2004"	"Male"	"M"	"59 years"	"59"	350
	"2004"	"2004"	"Male"	"M"	"60 years"	"60"	342
	"2004"	"2004"	"Male"	"M"	"61 years"	"61"	362
	"2004"	"2004"	"Male"	"M"	"62 years"	"62"	314
	"2004"	"2004"	"Male"	"M"	"63 years"	"63"	280
	"2004"	"2004"	"Male"	"M"	"64 years"	"64"	282
	"2004"	"2004"	"Male"	"M"	"65 years"	"65"	255
	"2004"	"2004"	"Male"	"M"	"66 years"	"66"	221
	"2004"	"2004"	"Male"	"M"	"67 years"	"67"	248
	"2004"	"2004"	"Male"	"M"	"68 years"	"68"	222
	"2004"	"2004"	"Male"	"M"	"69 years"	"69"	231
	"2004"	"2004"	"Male"	"M"	"70 years"	"70"	190
	"2004"	"2004"	"Male"	"M"	"71 years"	"71"	198
	"2004"	"2004"	"Male"	"M"	"72 years"	"72"	200
	"2004"	"2004"	"Male"	"M"	"73 years"	"73"	204
	"2004"	"2004"	"Male"	"M"	"74 years"	"74"	190
	"2004"	"2004"	"Male"	"M"	"75 years"	"75"	154
	"2004"	"2004"	"Male"	"M"	"76 years"	"76"	184
	"2004"	"2004"	"Male"	"M"	"77 years"	"77"	153
	"2004"	"2004"	"Male"	"M"	"78 years"	"78"	136
	"2004"	"2004"	"Male"	"M"	"79 years"	"79"	139
	"2004"	"2004"	"Male"	"M"	"80 years"	"80"	119
	"2004"	"2004"	"Male"	"M"	"81 years"	"81"	116
	"2004"	"2004"	"Male"	"M"	"82 years"	"82"	107
	"2004"	"2004"	"Male"	"M"	"83 years"	"83"	95
	"2004"	"2004"	"Male"	"M"	"84 years"	"84"	47
	"2004"	"2004"	"Male"	"M"	"85+ years"	"85+"	329
"Total"	"2004"	"2004"	"Male"	"M"			32100
"Total"	"2004"	"2004"					62278
	"2005"	"2005"	"Female"	"F"	"< 1 year"	"0"	315
	"2005"	"2005"	"Female"	"F"	"1 year"	"1"	303
	"2005"	"2005"	"Female"	"F"	"2 years"	"2"	309
	"2005"	"2005"	"Female"	"F"	"3 years"	"3"	272
	"2005"	"2005"	"Female"	"F"	"4 years"	"4"	325
	"2005"	"2005"	"Female"	"F"	"5 years"	"5"	392
	"2005"	"2005"	"Female"	"F"	"6 years"	"6"	326
	"2005"	"2005"	"Female"	"F"	"7 years"	"7"	378
	"2005"	"2005"	"Female"	"F"	"8 years"	"8"	379
	"2005"	"2005"	"Female"	"F"	"9 years"	"9"	412
	"2005"	"2005"	"Female"	"F"	"10 years"	"10"	382
	"2005"	"2005"	"Female"	"F"	"11 years"	"11"	384
	"2005"	"2005"	"Female"	"F"	"12 years"	"12"	419
	"2005"	"2005"	"Female"	"F"	"13 years"	"13"	417
	"2005"	"2005"	"Female"	"F"	"14 years"	"14"	490
	"2005"	"2005"	"Female"	"F"	"15 years"	"15"	460
	"2005"	"2005"	"Female"	"F"	"16 years"	"16"	449
	"2005"	"2005"	"Female"	"F"	"17 years"	"17"	457
	"2005"	"2005"	"Female"	"F"	"18 years"	"18"	344
	"2005"	"2005"	"Female"	"F"	"19 years"	"19"	314
	"2005"	"2005"	"Female"	"F"	"20 years"	"20"	328
	"2005"	"2005"	"Female"	"F"	"21 years"	"21"	304
	"2005"	"2005"	"Female"	"F"	"22 years"	"22"	299
	"2005"	"2005"	"Female"	"F"	"23 years"	"23"	312
	"2005"	"2005"	"Female"	"F"	"24 years"	"24"	283
	"2005"	"2005"	"Female"	"F"	"25 years"	"25"	293
	"2005"	"2005"	"Female"	"F"	"26 years"	"26"	321
	"2005"	"2005"	"Female"	"F"	"27 years"	"27"	274
	"2005"	"2005"	"Female"	"F"	"28 years"	"28"	319
	"2005"	"2005"	"Female"	"F"	"29 years"	"29"	289
	"2005"	"2005"	"Female"	"F"	"30 years"	"30"	315
	"2005"	"2005"	"Female"	"F"	"31 years"	"31"	292
	"2005"	"2005"	"Female"	"F"	"32 years"	"32"	328
	"2005"	"2005"	"Female"	"F"	"33 years"	"33"	351
	"2005"	"2005"	"Female"	"F"	"34 years"	"34"	417
	"2005"	"2005"	"Female"	"F"	"35 years"	"35"	407
	"2005"	"2005"	"Female"	"F"	"36 years"	"36"	432
	"2005"	"2005"	"Female"	"F"	"37 years"	"37"	406
	"2005"	"2005"	"Female"	"F"	"38 years"	"38"	452
	"2005"	"2005"	"Female"	"F"	"39 years"	"39"	418
	"2005"	"2005"	"Female"	"F"	"40 years"	"40"	491
	"2005"	"2005"	"Female"	"F"	"41 years"	"41"	497
	"2005"	"2005"	"Female"	"F"	"42 years"	"42"	462
	"2005"	"2005"	"Female"	"F"	"43 years"	"43"	506
	"2005"	"2005"	"Female"	"F"	"44 years"	"44"	512
	"2005"	"2005"	"Female"	"F"	"45 years"	"45"	504
	"2005"	"2005"	"Female"	"F"	"46 years"	"46"	500
	"2005"	"2005"	"Female"	"F"	"47 years"	"47"	497
	"2005"	"2005"	"Female"	"F"	"48 years"	"48"	477
	"2005"	"2005"	"Female"	"F"	"49 years"	"49"	504
	"2005"	"2005"	"Female"	"F"	"50 years"	"50"	449
	"2005"	"2005"	"Female"	"F"	"51 years"	"51"	477
	"2005"	"2005"	"Female"	"F"	"52 years"	"52"	438
	"2005"	"2005"	"Female"	"F"	"53 years"	"53"	417
	"2005"	"2005"	"Female"	"F"	"54 years"	"54"	416
	"2005"	"2005"	"Female"	"F"	"55 years"	"55"	389
	"2005"	"2005"	"Female"	"F"	"56 years"	"56"	379
	"2005"	"2005"	"Female"	"F"	"57 years"	"57"	414
	"2005"	"2005"	"Female"	"F"	"58 years"	"58"	467
	"2005"	"2005"	"Female"	"F"	"59 years"	"59"	338
	"2005"	"2005"	"Female"	"F"	"60 years"	"60"	310
	"2005"	"2005"	"Female"	"F"	"61 years"	"61"	368
	"2005"	"2005"	"Female"	"F"	"62 years"	"62"	384
	"2005"	"2005"	"Female"	"F"	"63 years"	"63"	288
	"2005"	"2005"	"Female"	"F"	"64 years"	"64"	295
	"2005"	"2005"	"Female"	"F"	"65 years"	"65"	263
	"2005"	"2005"	"Female"	"F"	"66 years"	"66"	285
	"2005"	"2005"	"Female"	"F"	"67 years"	"67"	230
	"2005"	"2005"	"Female"	"F"	"68 years"	"68"	245
	"2005"	"2005"	"Female"	"F"	"69 years"	"69"	259
	"2005"	"2005"	"Female"	"F"	"70 years"	"70"	241
	"2005"	"2005"	"Female"	"F"	"71 years"	"71"	234
	"2005"	"2005"	"Female"	"F"	"72 years"	"72"	224
	"2005"	"2005"	"Female"	"F"	"73 years"	"73"	225
	"2005"	"2005"	"Female"	"F"	"74 years"	"74"	205
	"2005"	"2005"	"Female"	"F"	"75 years"	"75"	209
	"2005"	"2005"	"Female"	"F"	"76 years"	"76"	211
	"2005"	"2005"	"Female"	"F"	"77 years"	"77"	194
	"2005"	"2005"	"Female"	"F"	"78 years"	"78"	192
	"2005"	"2005"	"Female"	"F"	"79 years"	"79"	210
	"2005"	"2005"	"Female"	"F"	"80 years"	"80"	172
	"2005"	"2005"	"Female"	"F"	"81 years"	"81"	165
	"2005"	"2005"	"Female"	"F"	"82 years"	"82"	166
	"2005"	"2005"	"Female"	"F"	"83 years"	"83"	159
	"2005"	"2005"	"Female"	"F"	"84 years"	"84"	133
	"2005"	"2005"	"Female"	"F"	"85+ years"	"85+"	838
"Total"	"2005"	"2005"	"Female"	"F"			30206
	"2005"	"2005"	"Male"	"M"	"< 1 year"	"0"	356
	"2005"	"2005"	"Male"	"M"	"1 year"	"1"	326
	"2005"	"2005"	"Male"	"M"	"2 years"	"2"	287
	"2005"	"2005"	"Male"	"M"	"3 years"	"3"	349
	"2005"	"2005"	"Male"	"M"	"4 years"	"4"	312
	"2005"	"2005"	"Male"	"M"	"5 years"	"5"	360
	"2005"	"2005"	"Male"	"M"	"6 years"	"6"	389
	"2005"	"2005"	"Male"	"M"	"7 years"	"7"	368
	"2005"	"2005"	"Male"	"M"	"8 years"	"8"	439
	"2005"	"2005"	"Male"	"M"	"9 years"	"9"	411
	"2005"	"2005"	"Male"	"M"	"10 years"	"10"	409
	"2005"	"2005"	"Male"	"M"	"11 years"	"11"	461
	"2005"	"2005"	"Male"	"M"	"12 years"	"12"	456
	"2005"	"2005"	"Male"	"M"	"13 years"	"13"	478
	"2005"	"2005"	"Male"	"M"	"14 years"	"14"	481
	"2005"	"2005"	"Male"	"M"	"15 years"	"15"	526
	"2005"	"2005"	"Male"	"M"	"16 years"	"16"	504
	"2005"	"2005"	"Male"	"M"	"17 years"	"17"	549
	"2005"	"2005"	"Male"	"M"	"18 years"	"18"	546
	"2005"	"2005"	"Male"	"M"	"19 years"	"19"	467
	"2005"	"2005"	"Male"	"M"	"20 years"	"20"	568
	"2005"	"2005"	"Male"	"M"	"21 years"	"21"	497
	"2005"	"2005"	"Male"	"M"	"22 years"	"22"	412
	"2005"	"2005"	"Male"	"M"	"23 years"	"23"	379
	"2005"	"2005"	"Male"	"M"	"24 years"	"24"	378
	"2005"	"2005"	"Male"	"M"	"25 years"	"25"	389
	"2005"	"2005"	"Male"	"M"	"26 years"	"26"	361
	"2005"	"2005"	"Male"	"M"	"27 years"	"27"	349
	"2005"	"2005"	"Male"	"M"	"28 years"	"28"	359
	"2005"	"2005"	"Male"	"M"	"29 years"	"29"	380
	"2005"	"2005"	"Male"	"M"	"30 years"	"30"	393
	"2005"	"2005"	"Male"	"M"	"31 years"	"31"	348
	"2005"	"2005"	"Male"	"M"	"32 years"	"32"	389
	"2005"	"2005"	"Male"	"M"	"33 years"	"33"	464
	"2005"	"2005"	"Male"	"M"	"34 years"	"34"	494
	"2005"	"2005"	"Male"	"M"	"35 years"	"35"	491
	"2005"	"2005"	"Male"	"M"	"36 years"	"36"	527
	"2005"	"2005"	"Male"	"M"	"37 years"	"37"	534
	"2005"	"2005"	"Male"	"M"	"38 years"	"38"	452
	"2005"	"2005"	"Male"	"M"	"39 years"	"39"	462
	"2005"	"2005"	"Male"	"M"	"40 years"	"40"	536
	"2005"	"2005"	"Male"	"M"	"41 years"	"41"	518
	"2005"	"2005"	"Male"	"M"	"42 years"	"42"	568
	"2005"	"2005"	"Male"	"M"	"43 years"	"43"	548
	"2005"	"2005"	"Male"	"M"	"44 years"	"44"	548
	"2005"	"2005"	"Male"	"M"	"45 years"	"45"	507
	"2005"	"2005"	"Male"	"M"	"46 years"	"46"	515
	"2005"	"2005"	"Male"	"M"	"47 years"	"47"	491
	"2005"	"2005"	"Male"	"M"	"48 years"	"48"	503
	"2005"	"2005"	"Male"	"M"	"49 years"	"49"	490
	"2005"	"2005"	"Male"	"M"	"50 years"	"50"	524
	"2005"	"2005"	"Male"	"M"	"51 years"	"51"	516
	"2005"	"2005"	"Male"	"M"	"52 years"	"52"	478
	"2005"	"2005"	"Male"	"M"	"53 years"	"53"	438
	"2005"	"2005"	"Male"	"M"	"54 years"	"54"	487
	"2005"	"2005"	"Male"	"M"	"55 years"	"55"	442
	"2005"	"2005"	"Male"	"M"	"56 years"	"56"	423
	"2005"	"2005"	"Male"	"M"	"57 years"	"57"	428
	"2005"	"2005"	"Male"	"M"	"58 years"	"58"	455
	"2005"	"2005"	"Male"	"M"	"59 years"	"59"	283
	"2005"	"2005"	"Male"	"M"	"60 years"	"60"	366
	"2005"	"2005"	"Male"	"M"	"61 years"	"61"	331
	"2005"	"2005"	"Male"	"M"	"62 years"	"62"	373
	"2005"	"2005"	"Male"	"M"	"63 years"	"63"	292
	"2005"	"2005"	"Male"	"M"	"64 years"	"64"	280
	"2005"	"2005"	"Male"	"M"	"65 years"	"65"	293
	"2005"	"2005"	"Male"	"M"	"66 years"	"66"	245
	"2005"	"2005"	"Male"	"M"	"67 years"	"67"	225
	"2005"	"2005"	"Male"	"M"	"68 years"	"68"	235
	"2005"	"2005"	"Male"	"M"	"69 years"	"69"	221
	"2005"	"2005"	"Male"	"M"	"70 years"	"70"	223
	"2005"	"2005"	"Male"	"M"	"71 years"	"71"	185
	"2005"	"2005"	"Male"	"M"	"72 years"	"72"	195
	"2005"	"2005"	"Male"	"M"	"73 years"	"73"	196
	"2005"	"2005"	"Male"	"M"	"74 years"	"74"	189
	"2005"	"2005"	"Male"	"M"	"75 years"	"75"	176
	"2005"	"2005"	"Male"	"M"	"76 years"	"76"	154
	"2005"	"2005"	"Male"	"M"	"77 years"	"77"	174
	"2005"	"2005"	"Male"	"M"	"78 years"	"78"	147
	"2005"	"2005"	"Male"	"M"	"79 years"	"79"	137
	"2005"	"2005"	"Male"	"M"	"80 years"	"80"	120
	"2005"	"2005"	"Male"	"M"	"81 years"	"81"	111
	"2005"	"2005"	"Male"	"M"	"82 years"	"82"	110
	"2005"	"2005"	"Male"	"M"	"83 years"	"83"	86
	"2005"	"2005"	"Male"	"M"	"84 years"	"84"	93
	"2005"	"2005"	"Male"	"M"	"85+ years"	"85+"	307
"Total"	"2005"	"2005"	"Male"	"M"			32262
"Total"	"2005"	"2005"					62468
	"2006"	"2006"	"Female"	"F"	"< 1 year"	"0"	273
	"2006"	"2006"	"Female"	"F"	"1 year"	"1"	321
	"2006"	"2006"	"Female"	"F"	"2 years"	"2"	304
	"2006"	"2006"	"Female"	"F"	"3 years"	"3"	313
	"2006"	"2006"	"Female"	"F"	"4 years"	"4"	275
	"2006"	"2006"	"Female"	"F"	"5 years"	"5"	333
	"2006"	"2006"	"Female"	"F"	"6 years"	"6"	380
	"2006"	"2006"	"Female"	"F"	"7 years"	"7"	363
	"2006"	"2006"	"Female"	"F"	"8 years"	"8"	407
	"2006"	"2006"	"Female"	"F"	"9 years"	"9"	357
	"2006"	"2006"	"Female"	"F"	"10 years"	"10"	423
	"2006"	"2006"	"Female"	"F"	"11 years"	"11"	391
	"2006"	"2006"	"Female"	"F"	"12 years"	"12"	384
	"2006"	"2006"	"Female"	"F"	"13 years"	"13"	402
	"2006"	"2006"	"Female"	"F"	"14 years"	"14"	454
	"2006"	"2006"	"Female"	"F"	"15 years"	"15"	476
	"2006"	"2006"	"Female"	"F"	"16 years"	"16"	456
	"2006"	"2006"	"Female"	"F"	"17 years"	"17"	442
	"2006"	"2006"	"Female"	"F"	"18 years"	"18"	368
	"2006"	"2006"	"Female"	"F"	"19 years"	"19"	291
	"2006"	"2006"	"Female"	"F"	"20 years"	"20"	306
	"2006"	"2006"	"Female"	"F"	"21 years"	"21"	319
	"2006"	"2006"	"Female"	"F"	"22 years"	"22"	318
	"2006"	"2006"	"Female"	"F"	"23 years"	"23"	316
	"2006"	"2006"	"Female"	"F"	"24 years"	"24"	309
	"2006"	"2006"	"Female"	"F"	"25 years"	"25"	282
	"2006"	"2006"	"Female"	"F"	"26 years"	"26"	299
	"2006"	"2006"	"Female"	"F"	"27 years"	"27"	318
	"2006"	"2006"	"Female"	"F"	"28 years"	"28"	296
	"2006"	"2006"	"Female"	"F"	"29 years"	"29"	330
	"2006"	"2006"	"Female"	"F"	"30 years"	"30"	291
	"2006"	"2006"	"Female"	"F"	"31 years"	"31"	300
	"2006"	"2006"	"Female"	"F"	"32 years"	"32"	316
	"2006"	"2006"	"Female"	"F"	"33 years"	"33"	318
	"2006"	"2006"	"Female"	"F"	"34 years"	"34"	340
	"2006"	"2006"	"Female"	"F"	"35 years"	"35"	440
	"2006"	"2006"	"Female"	"F"	"36 years"	"36"	404
	"2006"	"2006"	"Female"	"F"	"37 years"	"37"	435
	"2006"	"2006"	"Female"	"F"	"38 years"	"38"	429
	"2006"	"2006"	"Female"	"F"	"39 years"	"39"	422
	"2006"	"2006"	"Female"	"F"	"40 years"	"40"	456
	"2006"	"2006"	"Female"	"F"	"41 years"	"41"	491
	"2006"	"2006"	"Female"	"F"	"42 years"	"42"	511
	"2006"	"2006"	"Female"	"F"	"43 years"	"43"	466
	"2006"	"2006"	"Female"	"F"	"44 years"	"44"	493
	"2006"	"2006"	"Female"	"F"	"45 years"	"45"	510
	"2006"	"2006"	"Female"	"F"	"46 years"	"46"	499
	"2006"	"2006"	"Female"	"F"	"47 years"	"47"	506
	"2006"	"2006"	"Female"	"F"	"48 years"	"48"	498
	"2006"	"2006"	"Female"	"F"	"49 years"	"49"	479
	"2006"	"2006"	"Female"	"F"	"50 years"	"50"	493
	"2006"	"2006"	"Female"	"F"	"51 years"	"51"	448
	"2006"	"2006"	"Female"	"F"	"52 years"	"52"	495
	"2006"	"2006"	"Female"	"F"	"53 years"	"53"	439
	"2006"	"2006"	"Female"	"F"	"54 years"	"54"	424
	"2006"	"2006"	"Female"	"F"	"55 years"	"55"	429
	"2006"	"2006"	"Female"	"F"	"56 years"	"56"	390
	"2006"	"2006"	"Female"	"F"	"57 years"	"57"	385
	"2006"	"2006"	"Female"	"F"	"58 years"	"58"	386
	"2006"	"2006"	"Female"	"F"	"59 years"	"59"	457
	"2006"	"2006"	"Female"	"F"	"60 years"	"60"	340
	"2006"	"2006"	"Female"	"F"	"61 years"	"61"	327
	"2006"	"2006"	"Female"	"F"	"62 years"	"62"	349
	"2006"	"2006"	"Female"	"F"	"63 years"	"63"	373
	"2006"	"2006"	"Female"	"F"	"64 years"	"64"	299
	"2006"	"2006"	"Female"	"F"	"65 years"	"65"	294
	"2006"	"2006"	"Female"	"F"	"66 years"	"66"	256
	"2006"	"2006"	"Female"	"F"	"67 years"	"67"	281
	"2006"	"2006"	"Female"	"F"	"68 years"	"68"	240
	"2006"	"2006"	"Female"	"F"	"69 years"	"69"	231
	"2006"	"2006"	"Female"	"F"	"70 years"	"70"	257
	"2006"	"2006"	"Female"	"F"	"71 years"	"71"	224
	"2006"	"2006"	"Female"	"F"	"72 years"	"72"	237
	"2006"	"2006"	"Female"	"F"	"73 years"	"73"	211
	"2006"	"2006"	"Female"	"F"	"74 years"	"74"	231
	"2006"	"2006"	"Female"	"F"	"75 years"	"75"	194
	"2006"	"2006"	"Female"	"F"	"76 years"	"76"	204
	"2006"	"2006"	"Female"	"F"	"77 years"	"77"	207
	"2006"	"2006"	"Female"	"F"	"78 years"	"78"	187
	"2006"	"2006"	"Female"	"F"	"79 years"	"79"	183
	"2006"	"2006"	"Female"	"F"	"80 years"	"80"	212
	"2006"	"2006"	"Female"	"F"	"81 years"	"81"	163
	"2006"	"2006"	"Female"	"F"	"82 years"	"82"	165
	"2006"	"2006"	"Female"	"F"	"83 years"	"83"	138
	"2006"	"2006"	"Female"	"F"	"84 years"	"84"	158
	"2006"	"2006"	"Female"	"F"	"85+ years"	"85+"	862
"Total"	"2006"	"2006"	"Female"	"F"			30279
	"2006"	"2006"	"Male"	"M"	"< 1 year"	"0"	341
	"2006"	"2006"	"Male"	"M"	"1 year"	"1"	344
	"2006"	"2006"	"Male"	"M"	"2 years"	"2"	319
	"2006"	"2006"	"Male"	"M"	"3 years"	"3"	299
	"2006"	"2006"	"Male"	"M"	"4 years"	"4"	366
	"2006"	"2006"	"Male"	"M"	"5 years"	"5"	324
	"2006"	"2006"	"Male"	"M"	"6 years"	"6"	365
	"2006"	"2006"	"Male"	"M"	"7 years"	"7"	412
	"2006"	"2006"	"Male"	"M"	"8 years"	"8"	377
	"2006"	"2006"	"Male"	"M"	"9 years"	"9"	419
	"2006"	"2006"	"Male"	"M"	"10 years"	"10"	408
	"2006"	"2006"	"Male"	"M"	"11 years"	"11"	430
	"2006"	"2006"	"Male"	"M"	"12 years"	"12"	448
	"2006"	"2006"	"Male"	"M"	"13 years"	"13"	477
	"2006"	"2006"	"Male"	"M"	"14 years"	"14"	487
	"2006"	"2006"	"Male"	"M"	"15 years"	"15"	463
	"2006"	"2006"	"Male"	"M"	"16 years"	"16"	545
	"2006"	"2006"	"Male"	"M"	"17 years"	"17"	528
	"2006"	"2006"	"Male"	"M"	"18 years"	"18"	536
	"2006"	"2006"	"Male"	"M"	"19 years"	"19"	525
	"2006"	"2006"	"Male"	"M"	"20 years"	"20"	521
	"2006"	"2006"	"Male"	"M"	"21 years"	"21"	498
	"2006"	"2006"	"Male"	"M"	"22 years"	"22"	399
	"2006"	"2006"	"Male"	"M"	"23 years"	"23"	422
	"2006"	"2006"	"Male"	"M"	"24 years"	"24"	372
	"2006"	"2006"	"Male"	"M"	"25 years"	"25"	389
	"2006"	"2006"	"Male"	"M"	"26 years"	"26"	390
	"2006"	"2006"	"Male"	"M"	"27 years"	"27"	373
	"2006"	"2006"	"Male"	"M"	"28 years"	"28"	377
	"2006"	"2006"	"Male"	"M"	"29 years"	"29"	365
	"2006"	"2006"	"Male"	"M"	"30 years"	"30"	361
	"2006"	"2006"	"Male"	"M"	"31 years"	"31"	407
	"2006"	"2006"	"Male"	"M"	"32 years"	"32"	344
	"2006"	"2006"	"Male"	"M"	"33 years"	"33"	405
	"2006"	"2006"	"Male"	"M"	"34 years"	"34"	438
	"2006"	"2006"	"Male"	"M"	"35 years"	"35"	514
	"2006"	"2006"	"Male"	"M"	"36 years"	"36"	529
	"2006"	"2006"	"Male"	"M"	"37 years"	"37"	522
	"2006"	"2006"	"Male"	"M"	"38 years"	"38"	484
	"2006"	"2006"	"Male"	"M"	"39 years"	"39"	485
	"2006"	"2006"	"Male"	"M"	"40 years"	"40"	484
	"2006"	"2006"	"Male"	"M"	"41 years"	"41"	514
	"2006"	"2006"	"Male"	"M"	"42 years"	"42"	546
	"2006"	"2006"	"Male"	"M"	"43 years"	"43"	557
	"2006"	"2006"	"Male"	"M"	"44 years"	"44"	590
	"2006"	"2006"	"Male"	"M"	"45 years"	"45"	514
	"2006"	"2006"	"Male"	"M"	"46 years"	"46"	512
	"2006"	"2006"	"Male"	"M"	"47 years"	"47"	529
